"sub_acct_id","company_id","coa_id","account_title","account_desc"
"1","1","1000","1000 · Cash in Bank",
"1","1","1001","1000 · Cash in Bank:1001 · C/A-BPI Global 1921-1149-11",
"1","1","1002","1000 · Cash in Bank:1002 · C/A - CBC 203-309941-3",
"1","1","1003","1000 · Cash in Bank:1003 · C/A - CBC 203-442921-5","C/A - CBC (Php) 203-442921-5.."
"1","1","1004","1000 · Cash in Bank:1004 · C/A - EWB Salce 48-02-01282-4",
"1","1","1005","1000 · Cash in Bank:1005 · C/A - UCPB 201900002073",
"1","1","1006","1000 · Cash in Bank:1006 · C/A - Palawan Dev Bank",
"1","1","1007","1000 · Cash in Bank:1007 · C/A - BDO Paseo 1700178278",
"1","1","1008","1000 · Cash in Bank:1008 · C/A - BDO Paseo 1708017335",
"1","1","1009","1000 · Cash in Bank:1009 · C/A - Maybank 245002230",
"1","1","1010","1000 · Cash in Bank:1010 · C/A - BPI Infinity 4281-0002-63","C/A - BPI Infinity 4281-0002-63.."
"1","1","1011","1000 · Cash in Bank:1011 · CA - UNIONBANK 00-163-000078-7","CA - UNIONBANK 00-163-000078-7"
"1","1","1100","1100 · Petty Cash Fund",
"2","1","1200","1200 · Accounts Receivable",
"3","1","1200.1","1200.1 · Allowance for Bad Debts",
"3","1","12000","12000 · Undeposited Funds","Funds received, but not yet deposited to a bank account"
"3","1","1201","1201 · Accounts Receivable - Others",
"3","1","1202","1202 · SSS Sickness/Maternity Receivab",
"3","1","1203","1203 · Advances to Offices & Employees",
"3","1","1204","1204 · Advances to O/E - PSO/PA Relate",
"3","1","1205","1205 · Advances to MIBSTC",
"3","1","1206","1206 · Advances to CSISI",
"3","1","1207","1207 · Advances to MIB2",
"3","1","1208","1208 · Advances to Stockholders",
"3","1","1209","1209 · Retention Receivable - BDO",
"3","1","1210","1210 · Advances to Suppliers",
"3","1","1211","1211 · Advances to Blue People Holding",
"3","1","1212","1212 · Advances to MIB3",
"3","1","1300","1300 · Inventory Asset","Costs of inventory purchased for resale"
"3","1","1310","1300 · Inventory Asset:1310 · Uniforms Inventory",
"3","1","1320","1300 · Inventory Asset:1320 · Office Supplies Inventory",
"3","1","1400","1400 · Prepaid Insurance",
"3","1","1410","1410 · Input VAT",
"3","1","1420","1420 · Creditable Withholding Tax",
"3","1","1440","1440 · Advance Payments of TMC Charge",
"3","1","1450","1450 · Prepaid Rent",
"3","1","1460","1460 · Creditable Input Tax",
"4","1","1510","1510 · Firearms",
"4","1","1511","1510 · Firearms:1511 · Firearms - Cost",
"4","1","1515","1510 · Firearms:1515 · Accumulated Depre. - Firearms",
"4","1","1520","1520 · Transportation Equipment",
"4","1","1521","1520 · Transportation Equipment:1521 · Transportation Equipment - Cost",
"4","1","1525","1520 · Transportation Equipment:1525 · Accumulated Depre. - Trasportat",
"4","1","1530","1530 · Furniture & Fixture","Furniture and equipment with useful life exceeding one year"
"4","1","1531","1530 · Furniture & Fixture:1531 · Furniture & Fixture - Cost",
"4","1","1535","1530 · Furniture & Fixture:1535 · Accumulated Depre. - F&F","Accumulated depreciation on equipment, buildings and improvements"
"4","1","1540","1540 · Computer Equipment & Software",
"4","1","1541","1540 · Computer Equipment & Software:1541 · Compt. Equipt & Software - Cost",
"4","1","1545","1540 · Computer Equipment & Software:1545 · Accumulated Depre. - Comp.& Sof",
"4","1","1550","1550 · Leasehold Improvements",
"4","1","1551","1550 · Leasehold Improvements:1551 · Leasehold Improvements -Cost",
"4","1","1555","1550 · Leasehold Improvements:1555 · Accumulated Depre. - LI",
"4","1","1560","1560 · Communication System","Communication System"
"4","1","1561","1560 · Communication System:1561 · Communication System - Cost","Communication System - Cost.."
"4","1","1565","1560 · Communication System:1565 · Accumulated Depre. - CS","Accumulated Depre. - CS.."
"4","1","1570","1570 · CCTV Equipment",
"4","1","1571","1570 · CCTV Equipment:1571 · CCTV Equipment - Cost",
"4","1","1575","1570 · CCTV Equipment:1575 · Accumulated Depre. - CCTV",
"4","1","1580","1580 · Intangible Assets",
"4","1","1581","1580 · Intangible Assets:1581 · Intangible Assets - Cost",
"4","1","1585","1580 · Intangible Assets:1585 · Accumulated Depreciation - I.A.",
"5","1","1430","1430 · Prepaid Interest",
"5","1","1586","1586 · Accumulated Amortization-IA",
"5","1","1600","1600 · Investment","Investment.."
"5","1","1700","1700 · Retirement Fund","Retirement Fund.."
"5","1","1710","1710 · Deferred Tax  Asset",
"5","1","1720","1720 · Deferred Tax Asset - NonCurrent",
"5","1","1800","1800 · Other Non Current  Asset",
"5","1","1900","1900 · Deposits",
"5","1","1910","1900 · Deposits:1910 · Meralco Cash Deposit",
"5","1","1920","1900 · Deposits:1920 · Rent Deposit",
"5","1","1930","1900 · Deposits:1930 · Deferred Charges",
"6","1","2000","2000 · Accounts Payable",
"7","1","2010","2010 · Accounts Payable - Sun Savings",
"7","1","2020","2020 · Accounts Payable - Short-term L",
"7","1","2030","2030 · Clients' Deposits",
"7","1","2040","2040 · Accounts Payable - China Bank",
"7","1","2050","2050 · Accounts Payable - May Bank",
"7","1","2060","2060 · Accounts Payable - Union Bank",
"7","1","2100","2100 · Salaries Payable",
"7","1","2110","2110 · SSS Contribution Payable",
"7","1","2120","2120 · Philhealth Premium Payable",
"7","1","2130","2130 · HDMF Contribution Payable",
"7","1","2140","2140 · SSS Loan Payable",
"7","1","2150","2150 · HDMF Loan Payable",
"7","1","2160","2160 · Employee's Bond Payable",
"7","1","2170","2170 · Employees COC Payable",
"7","1","2235","2235 · Deferred payable - CCTV Project",
"7","1","2240","2240 · MECC Contribution Payable",
"7","1","2245","2245 · MIBSTC Training Deductions",
"7","1","2250","2250 · Advances from O/E - Car Loan",
"7","1","2260","2260 · Advances to O/E -  Asian Life",
"7","1","2265","2265 · Interest Payable",
"7","1","2280","2280 · Deferred Tax Liability",
"7","1","2300","2300 · Accrued Expenses",
"7","1","2310","2300 · Accrued Expenses:2310 · Accrued Expenses - 13th month",
"7","1","2320","2300 · Accrued Expenses:2320 · Accrued Exp-5 (D) Incent leave",
"7","1","2330","2300 · Accrued Expenses:2330 · Accrued Exp - Prof. Fees & Othe",
"7","1","2340","2300 · Accrued Expenses:2340 · Accrued Interest Expense",
"7","1","2350","2300 · Accrued Expenses:2350 · Accrued Exp. - Holiday pay",
"7","1","2360","2300 · Accrued Expenses:2360 · Accrued  Penalties for SSS",
"7","1","2410","2410 · Withldng Taxes Payable-Compen",
"7","1","2420","2420 · Withldng Taxes Payable Expanded",
"7","1","2430","2430 · Income Taxes Payable",
"7","1","2440","2440 · Output VAT Payable","Unpaid sales taxes. Amounts charged on sales, but not yet paid to the government"
"7","1","2450","2450 · Local Taxes Payable",
"8","1","2510","2510 · Retirement Benefits Payable",
"8","1","2520","2520 · Long-term Debt",
"9","1","3000","3000 · Capital Stock","Value of corporate stock"
"9","1","3001","3001 · Opening Balance Equity","Opening balances during setup post to this account. The balance of this account should be zero after completing your setup"
"9","1","3010","3010 · Retained Earnings","Undistributed earnings of the business"
"10","1","4010","4010 · Security Services Income","Gross receipts from services"
"10","1","4020","4020 · Reimbursements",
"11","1","5110","5110 · COS - Direct Labor","Costs of items purchased and then sold to customers"
"11","1","5120","5120 · COS - 13th mo., Leaves & Allow.",
"11","1","5130","5130 · COS - SSS/Philhealth/HDMF Prem",
"11","1","5140","5140 · COS - Direct Overhead & Depreci",
"11","1","5150","5150 · COS - Supplies & Small tools",
"11","1","5160","5160 · COS - 5 days incentive",
"12","1","6000","6000 · Salaries & Wages",
"12","1","6010","6010 · 13th Month Pay",
"12","1","6013","6013 · Provision for Retirement",
"12","1","6020","6020 · Employee Benefits",
"12","1","6025","6025 · Out of pocket expenses",
"12","1","6026","6025 · Out of pocket expenses:6026 · OPE - Gasoline and lubricants",
"12","1","6027","6025 · Out of pocket expenses:6027 · OPE - Toll & parking",
"12","1","6028","6025 · Out of pocket expenses:6028 · OPE - Fare & travel expenses",
"12","1","6029","6025 · Out of pocket expenses:6029 · OPE - Repairs & maintenance",
"12","1","6031","6025 · Out of pocket expenses:6031 · OPE - Meetings & Client Devt.",
"12","1","6032","6025 · Out of pocket expenses:6032 · OPE - Representation",
"12","1","6033","6025 · Out of pocket expenses:6033 · OPE - Supplies & consumables",
"12","1","6030","6030 · Retirement Benefits",
"12","1","6040","6040 · SSS, Philhealth HDMF Premium",
"12","1","6050","6050 · Leaves & Allowances",
"12","1","6100","6100 · Rental","Rent paid for company offices or other structures used in the business"
"12","1","6110","6110 · Office Supplies","Office supplies expense"
"12","1","6111","6110 · Office Supplies:6111 · Office Consumables",
"12","1","6112","6110 · Office Supplies:6112 · Small Tools",
"12","1","6113","6110 · Office Supplies:6113 · Pantry Supplies",
"12","1","6120","6120 · Electricity & Water","Water, electricity, garbage, and other basic utilities expenses"
"12","1","6130","6130 · Telephone & Communication","Telephone and long distance charges, faxing, and other fees Not equipment purchases"
"12","1","6140","6140 · Repairs & Maintenance","Incidental repairs and maintenance of business assets that do not add to the value or appreciably prolong its life"
"12","1","6150","6150 · Transportation & Travel","Business-related travel expenses including airline tickets, taxi fares, hotel and other travel expenses"
"12","1","6151","6150 · Transportation & Travel:6151 · Gasoline & Lubricants",
"12","1","6152","6150 · Transportation & Travel:6152 · Toll and Parking",
"12","1","6153","6150 · Transportation & Travel:6153 · Fare & Travel -Others",
"12","1","6160","6160 · Uniforms Expense",
"12","1","6200","6200 · Professional Fees","Payments to accounting professionals and attorneys for accounting or legal services"
"12","1","6210","6210 · Notarial / Legal Fees",
"12","1","6220","6220 · Audit & Consultancy Fees",
"12","1","6230","6230 · Directors Fee",
"12","1","6240","6240 · Insurance Expense","Insurance expenses"
"12","1","6250","6250 · Representation","Business meals and entertainment expenses, including travel-related meals (may have limited deductibility)"
"12","1","6255","6255 · Client Devt. & Recruitment",
"12","1","6260","6260 · Advertising & Promotion","Advertising, marketing, graphic design, and other promotional expenses"
"12","1","6270","6270 · Trainings & Seminars",
"12","1","6280","6280 · Miscellaneous Expense",
"12","1","6290","6290 · Depreciation Expense","Depreciation on equipment, buildings and improvements"
"12","1","6300","6300 · Bad Debt Expense",
"12","1","6400","6400 · Permits, Taxes & Licenses",
"12","1","6410","6400 · Permits, Taxes & Licenses:6410 · Annual Registration Fee",
"12","1","6420","6400 · Permits, Taxes & Licenses:6420 · Permits & Licences",
"12","1","6430","6400 · Permits, Taxes & Licenses:6430 · Local Govt Taxes",
"12","1","6440","6400 · Permits, Taxes & Licenses:6440 · Documentary Stamp Tax",
"12","1","6450","6450 · Tax  Assessment Provision",
"12","1","6460","6460 · Outside Services",
"12","1","8020","8020 · Provision for Income Tax",
"12","1","8030","8030 · Provision for SSS penalties",
"12","1","8040","8040 · Amortization Expense",
"12","1","8050","8050 · Income Tax Expense",
"12","1","8060","8060 · Deferred Income Tax Expense",
"13","1","7000","7000 · Interest Income",
"13","1","7010","7010 · Other Income",
"13","1","7020","7020 · Gain/Loss on Asset Disposal",
"14","1","8000","8000 · Bank Service Charges","Bank account service fees, bad check charges and other bank fees"
"14","1","8010","8010 · Interest & Penalties","Interest payments on business loans, credit card balances, or other business debt"
"14","1","8070","8070 · Loss from Debt Restructuring",
"15","1","90000","90000 · Estimates","Estimates for jobs or projects. Customer proposals for work to be done, or items to be sold upon customer acceptance of the estimate"
